[2025-03-04 04:34:08] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 04:34:08] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 04:34:08] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 04:34:08] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 04:34:08] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 04:34:08] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 04:34:10] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848\
[2025-03-04 04:34:10] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost:10004/
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:42] [class-ss-page.php:119] Checking Content Identical:da9238705930c2ac1a90ad934d090cef3cbd8e6f===. Value: FALSE
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.js
[2025-03-04 04:35:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:353; Total: 1200
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831eb75d5-uRIGZo.tmp
[2025-03-04 04:35:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.js?simply_static_page=3248
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.js?simply_static_page=3248
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:103] Filesize: 45823 bytes
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.js
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831eb75d5-uRIGZo.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.js
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:42] [class-ss-page.php:119] Checking Content Identical:a6c1639d86c56f9a7ba201bdbe4c1ed5a627c7b3===. Value: FALSE
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.min.js
[2025-03-04 04:35:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:352; Total: 1200
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831ec6245-B03PaJ.tmp
[2025-03-04 04:35:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.min.js?simply_static_page=3249
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.min.js?simply_static_page=3249
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:103] Filesize: 24109 bytes
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.min.js
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831ec6245-B03PaJ.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/lib/smartmenus/jquery.smartmenus.min.js
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:42] [class-ss-page.php:119] Checking Content Identical:364a6836a90b28329404b7d7f58a524861ef63f5===. Value: FALSE
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.js
[2025-03-04 04:35:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:351; Total: 1200
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831edd5a7-gbMmDr.tmp
[2025-03-04 04:35:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.js?simply_static_page=3250
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.js?simply_static_page=3250
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:103] Filesize: 10019 bytes
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.js
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831edd5a7-gbMmDr.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.js
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:42] [class-ss-page.php:119] Checking Content Identical:365f89feb613ccefd974fe8a6cb3950d71f640b6===. Value: FALSE
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.min.js
[2025-03-04 04:35:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:350; Total: 1200
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831eeb396-nZlCUv.tmp
[2025-03-04 04:35:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.min.js?simply_static_page=3251
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.min.js?simply_static_page=3251
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:103] Filesize: 3721 bytes
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.min.js
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831eeb396-nZlCUv.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/lib/sticky/jquery.sticky.min.js
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:42] [class-ss-page.php:119] Checking Content Identical:f478fd262840bfb394da94a2f5dd95eed4991194===. Value: FALSE
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/1644e3d37816d939acca.bundle.js
[2025-03-04 04:35:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:349; Total: 1200
[2025-03-04 04:35:42] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831ef3ae1-tQqv3T.tmp
[2025-03-04 04:35:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/1644e3d37816d939acca.bundle.js?simply_static_page=3252
[2025-03-04 04:35:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/1644e3d37816d939acca.bundle.js?simply_static_page=3252
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 6366 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/1644e3d37816d939acca.bundle.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831ef3ae1-tQqv3T.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/1644e3d37816d939acca.bundle.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:ec8663ecaefa4c69fd331eb00b08559c492b0951===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/admin.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:348; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f07cfb-oKOOrp.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/admin.js?simply_static_page=3253
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/admin.js?simply_static_page=3253
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 57590 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/admin.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f07cfb-oKOOrp.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/admin.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:bf86a42d68c8e459ce108462e21339ce5a2e1edd===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/admin.min.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:347; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f14c99-hZYXjC.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/admin.min.js?simply_static_page=3254
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/admin.min.js?simply_static_page=3254
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 28407 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/admin.min.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f14c99-hZYXjC.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/admin.min.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:2f2566269f89dd675e10124c1e55bc675aac28ac===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/ajax-pagination.45dafe7f88c8058e3099.bundle.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:346; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f24c96-cvBkZu.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/ajax-pagination.45dafe7f88c8058e3099.bundle.js?simply_static_page=3255
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/ajax-pagination.45dafe7f88c8058e3099.bundle.js?simply_static_page=3255
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 5200 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/ajax-pagination.45dafe7f88c8058e3099.bundle.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f24c96-cvBkZu.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/ajax-pagination.45dafe7f88c8058e3099.bundle.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:e79437b3112f99151a0951bf86ee436224e0e646===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/ajax-pagination.55e86e9100bc317aeb0b.bundle.min.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:345; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f2e546-Cw1Ywy.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/ajax-pagination.55e86e9100bc317aeb0b.bundle.min.js?simply_static_page=3256
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/ajax-pagination.55e86e9100bc317aeb0b.bundle.min.js?simply_static_page=3256
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 2746 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/ajax-pagination.55e86e9100bc317aeb0b.bundle.min.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f2e546-Cw1Ywy.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/ajax-pagination.55e86e9100bc317aeb0b.bundle.min.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:72a46cb4b0f4ada011618297f883f08b9a45b8b0===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/animated-headline.375998d4790797e91f21.bundle.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:344; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f39aed-ynWZCm.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/animated-headline.375998d4790797e91f21.bundle.js?simply_static_page=3257
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/animated-headline.375998d4790797e91f21.bundle.js?simply_static_page=3257
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 11868 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/animated-headline.375998d4790797e91f21.bundle.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f39aed-ynWZCm.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/animated-headline.375998d4790797e91f21.bundle.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:7464e3d2141367b02f59b6722edc88d85050c213===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/animated-headline.588a0449647bd4f113f3.bundle.min.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:343; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f43a7b-ycPXBl.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/animated-headline.588a0449647bd4f113f3.bundle.min.js?simply_static_page=3258
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/animated-headline.588a0449647bd4f113f3.bundle.min.js?simply_static_page=3258
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 7566 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/animated-headline.588a0449647bd4f113f3.bundle.min.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f43a7b-ycPXBl.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/animated-headline.588a0449647bd4f113f3.bundle.min.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:3a783b6b0af9167634156e050ec68a5b06ca55b7===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/app.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:342; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f4d40d-IcvaZ7.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/app.js?simply_static_page=3259
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/app.js?simply_static_page=3259
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 319134 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/app.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f4d40d-IcvaZ7.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/app.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:fd00e50130a3b8d745a74c926569121429870862===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/app.min.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:341; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f64ceb-vQUx7Z.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/app.min.js?simply_static_page=3260
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/app.min.js?simply_static_page=3260
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:103] Filesize: 90947 bytes
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/pro-elements/assets/js/app.min.js
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c6831f64ceb-vQUx7Z.tmp to C:\Users\Personal\Local Sites\test1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1741062848/wp-content/plugins/pro-elements/assets/js/app.min.js
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 04:35:43] [class-ss-page.php:119] Checking Content Identical:1936f0dde0c8c90fb9c682c2a0175a2d48e665c7===. Value: FALSE
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/archive-posts.16a93245d08246e5e540.bundle.min.js
[2025-03-04 04:35:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:340; Total: 1200
[2025-03-04 04:35:43] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c6831f79cf8-L3Rmyw.tmp
[2025-03-04 04:35:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10004/wp-content/plugins/pro-elements/assets/js/archive-posts.16a93245d08246e5e540.bundle.min.js?simply_static_page=3261
[2025-03-04 04:35:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10004/wp-content/plugins/pro-elements/assets/js/archive-posts.16a93245d08246e5e540.bundle.min.js?simply_static_page=3261
